C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_21_358.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_21_358.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_21_358.jpg, 0, 0, 0, 7.983431E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_21_526.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_21_526.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_21_526.jpg, 0, 0, 0, 7.836018E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_21_687.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_21_687.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_21_687.jpg, 0, 0, 0, 7.953666E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_21_847.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_21_847.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_21_847.jpg, 0, 0, 0, 7.83103E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_22_014.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_22_014.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_22_014.jpg, 0, 0, 0, 7.7975E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_22_177.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_22_177.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_22_177.jpg, 0, 0, 0, 7.833147E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_22_355.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_22_355.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_22_355.jpg, 0, 0, 0, 8.198372E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_22_527.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_22_527.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_22_527.jpg, 0, 0, 0, 8.464194E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_22_640.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_22_640.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_22_640.jpg, 0, 0, 0, 8.153572E-05
C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\center_2020_08_23_12_40_22_744.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\left_2020_08_23_12_40_22_744.jpg, C:\Users\Vahidreza\Desktop\Self-Driving-Car-Course-Codes-master\Self-Driving-Car-Course-Codes-master\simulator-windows-64\Data\IMG\right_2020_08_23_12_40_22_744.jpg, 0, 0, 0, 7.854035E-05
